ID;Scope;Level 1;Level 2;Level 3;Level 4;Column Text;UOM;GHG/Unit;GHG Conversion Factor 2024;;;
31_307_3256_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3257_9_1');";;
31_307_3257_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3257_9_2');";;
31_307_3257_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3257_9_3');";;
31_307_3257_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3257_9_4');";;
31_307_3257_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3258_9_1');";;
31_307_3258_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3258_9_2');";;
31_307_3258_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3258_9_3');";;
31_307_3258_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3258_9_4');";;
31_307_3258_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3022_9_1');";;
31_307_3022_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;miles;kgCO2e;0,28855;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','miles','kgCO2e','Scope 3','0,28855', '31_307_3022_9_1');";;
31_307_3022_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;miles;kg CO2e of CO2 per unit;0,28622;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3022_9_3');";;
31_307_3022_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;miles;kg CO2e of CH4 per unit;0,00015;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3022_9_4');";;
31_307_3022_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;miles;kg CO2e of N2O per unit;0,00218;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3023_9_1');";;
31_307_3023_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;miles;kgCO2e;0,15475;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','miles','kgCO2e','Scope 3','0,15475', '31_307_3023_9_1');";;
31_307_3023_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;0,15361;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3023_9_3');";;
31_307_3023_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00055;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3023_9_4');";;
31_307_3023_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;0,00059;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3024_9_1');";;
31_307_3024_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;miles;kgCO2e;0,06874;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','miles','kgCO2e','Scope 3','0,06874', '31_307_3024_9_1');";;
31_307_3024_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,06792;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3024_9_3');";;
31_307_3024_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00035;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3024_9_4');";;
31_307_3024_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00047;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3025_4_1');";;
31_307_3025_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;km;kgCO2e;0,20695;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','km','kgCO2e','Scope 3','0,20695', '31_307_3025_4_1');";;
31_307_3025_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;km;kg CO2e of CO2 per unit;0,20528;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3025_4_3');";;
31_307_3025_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;km;kg CO2e of CH4 per unit;0,00000;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3025_4_4');";;
31_307_3025_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;km;kg CO2e of N2O per unit;0,00167;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3026_4_1');";;
31_307_3026_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;km;kgCO2e;0,31949;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','km','kgCO2e','Scope 3','0,31949', '31_307_3026_4_1');";;
31_307_3026_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;km;kg CO2e of CO2 per unit;0,31881;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3026_4_3');";;
31_307_3026_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;km;kg CO2e of CH4 per unit;0,00036;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3026_4_4');";;
31_307_3026_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;km;kg CO2e of N2O per unit;0,00032;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3259_4_1');";;
31_307_3259_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Hybrid;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3259_4_2');";;
31_307_3259_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Hybrid;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3259_4_3');";;
31_307_3259_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Hybrid;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3259_4_4');";;
31_307_3259_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Hybrid;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3260_4_1');";;
31_307_3260_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;CNG;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3260_4_2');";;
31_307_3260_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;CNG;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3260_4_3');";;
31_307_3260_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;CNG;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3260_4_4');";;
31_307_3260_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;CNG;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3261_4_1');";;
31_307_3261_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;LPG;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3261_4_2');";;
31_307_3261_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;LPG;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3261_4_3');";;
31_307_3261_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;LPG;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3261_4_4');";;
31_307_3261_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;LPG;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3027_4_1');";;
31_307_3027_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Unknown;km;kgCO2e;0,25825;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','km','kgCO2e','Scope 3','0,25825', '31_307_3027_4_1');";;
31_307_3027_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Unknown;km;kg CO2e of CO2 per unit;0,25705;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3027_4_3');";;
31_307_3027_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Unknown;km;kg CO2e of CH4 per unit;0,00017;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3027_4_4');";;
31_307_3027_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Unknown;km;kg CO2e of N2O per unit;0,00103;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3028_4_1');";;
31_307_3028_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,13245;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','km','kgCO2e','Scope 3','0,13245', '31_307_3028_4_1');";;
31_307_3028_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,13161;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3028_4_3');";;
31_307_3028_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00045;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3028_4_4');";;
31_307_3028_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00039;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3029_4_1');";;
31_307_3029_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Battery Electric Vehicle;km;kgCO2e;0,05749;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','km','kgCO2e','Scope 3','0,05749', '31_307_3029_4_1');";;
31_307_3029_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,05689;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3029_4_3');";;
31_307_3029_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00025;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','km','31_307_3029_4_4');";;
31_307_3029_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00035;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3025_9_1');";;
31_307_3025_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;miles;kgCO2e;0,33306;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','miles','kgCO2e','Scope 3','0,33306', '31_307_3025_9_1');";;
31_307_3025_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;miles;kg CO2e of CO2 per unit;0,33036;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3025_9_3');";;
31_307_3025_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;miles;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3025_9_4');";;
31_307_3025_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Diesel;miles;kg CO2e of N2O per unit;0,00269;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3026_9_1');";;
31_307_3026_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;miles;kgCO2e;0,51417;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Luxury','miles','kgCO2e','Scope 3','0,51417', '31_307_3026_9_1');";;
31_307_3026_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;miles;kg CO2e of CO2 per unit;0,51308;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3026_9_3');";;
31_307_3026_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;miles;kg CO2e of CH4 per unit;0,00057;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3026_9_4');";;
31_307_3026_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Petrol;miles;kg CO2e of N2O per unit;0,00052;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3259_9_1');";;
31_307_3259_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Luxury;;Hybrid;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Luxury','Managed assets- vehicles','miles','31_307_3259_9_2');";;
