ID;Scope;Level 1;Level 2;Level 3;Level 4;Column Text;UOM;GHG/Unit;GHG Conversion Factor 2024;;;
31_307_3015_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;km;kg CO2e of CO2 per unit;0,15881;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3015_4_3');";;
31_307_3015_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;km;kg CO2e of CH4 per unit;0,00000;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3015_4_4');";;
31_307_3015_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;km;kg CO2e of N2O per unit;0,00167;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3016_4_1');";;
31_307_3016_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;km;kgCO2e;0,18953;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','km','kgCO2e','Scope 3','0,18953', '31_307_3016_4_1');";;
31_307_3016_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;km;kg CO2e of CO2 per unit;0,18885;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3016_4_3');";;
31_307_3016_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;km;kg CO2e of CH4 per unit;0,00036;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3016_4_4');";;
31_307_3016_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;km;kg CO2e of N2O per unit;0,00032;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3253_4_1');";;
31_307_3253_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3253_4_2');";;
31_307_3253_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3253_4_3');";;
31_307_3253_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3253_4_4');";;
31_307_3253_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3254_4_1');";;
31_307_3254_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3254_4_2');";;
31_307_3254_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3254_4_3');";;
31_307_3254_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3254_4_4');";;
31_307_3254_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3255_4_1');";;
31_307_3255_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3255_4_2');";;
31_307_3255_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3255_4_3');";;
31_307_3255_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3255_4_4');";;
31_307_3255_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3017_4_1');";;
31_307_3017_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;km;kgCO2e;0,16763;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','km','kgCO2e','Scope 3','0,16763', '31_307_3017_4_1');";;
31_307_3017_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;km;kg CO2e of CO2 per unit;0,16616;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3017_4_3');";;
31_307_3017_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;km;kg CO2e of CH4 per unit;0,00008;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3017_4_4');";;
31_307_3017_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;km;kg CO2e of N2O per unit;0,00139;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3018_4_1');";;
31_307_3018_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,09706;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','km','kgCO2e','Scope 3','0,09706', '31_307_3018_4_1');";;
31_307_3018_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,09638;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3018_4_3');";;
31_307_3018_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00035;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3018_4_4');";;
31_307_3018_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00033;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3019_4_1');";;
31_307_3019_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;km;kgCO2e;0,04707;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','km','kgCO2e','Scope 3','0,04707', '31_307_3019_4_1');";;
31_307_3019_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,04668;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3019_4_3');";;
31_307_3019_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00017;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3019_4_4');";;
31_307_3019_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00022;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3015_9_1');";;
31_307_3015_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;miles;kgCO2e;0,25827;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','miles','kgCO2e','Scope 3','0,25827', '31_307_3015_9_1');";;
31_307_3015_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;miles;kg CO2e of CO2 per unit;0,25557;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3015_9_3');";;
31_307_3015_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;miles;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3015_9_4');";;
31_307_3015_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Diesel;miles;kg CO2e of N2O per unit;0,00269;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3016_9_1');";;
31_307_3016_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;miles;kgCO2e;0,30501;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','miles','kgCO2e','Scope 3','0,30501', '31_307_3016_9_1');";;
31_307_3016_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;miles;kg CO2e of CO2 per unit;0,30392;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3016_9_3');";;
31_307_3016_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;miles;kg CO2e of CH4 per unit;0,00057;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3016_9_4');";;
31_307_3016_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Petrol;miles;kg CO2e of N2O per unit;0,00052;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3253_9_1');";;
31_307_3253_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3253_9_2');";;
31_307_3253_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3253_9_3');";;
31_307_3253_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3253_9_4');";;
31_307_3253_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Hybrid;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3254_9_1');";;
31_307_3254_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3254_9_2');";;
31_307_3254_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3254_9_3');";;
31_307_3254_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3254_9_4');";;
31_307_3254_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;CNG;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3255_9_1');";;
31_307_3255_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3255_9_2');";;
31_307_3255_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3255_9_3');";;
31_307_3255_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3255_9_4');";;
31_307_3255_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;LPG;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3017_9_1');";;
31_307_3017_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;miles;kgCO2e;0,26975;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','miles','kgCO2e','Scope 3','0,26975', '31_307_3017_9_1');";;
31_307_3017_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;miles;kg CO2e of CO2 per unit;0,26741;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3017_9_3');";;
31_307_3017_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;miles;kg CO2e of CH4 per unit;0,00012;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3017_9_4');";;
31_307_3017_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Unknown;miles;kg CO2e of N2O per unit;0,00222;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3018_9_1');";;
31_307_3018_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;miles;kgCO2e;0,15620;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','miles','kgCO2e','Scope 3','0,1562', '31_307_3018_9_1');";;
31_307_3018_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;0,15511;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3018_9_3');";;
31_307_3018_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00056;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3018_9_4');";;
31_307_3018_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;0,00053;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3019_9_1');";;
31_307_3019_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;miles;kgCO2e;0,07574;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Upper medium','miles','kgCO2e','Scope 3','0,07574', '31_307_3019_9_1');";;
31_307_3019_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,07512;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3019_9_3');";;
31_307_3019_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00026;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','miles','31_307_3019_9_4');";;
31_307_3019_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Upper medium;;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00036;"call _emissionsRefInsert('Managed cars (by market segment) Upper medium','Managed assets- vehicles','km','31_307_3020_4_1');";;
31_307_3020_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;km;kgCO2e;0,17001;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','km','kgCO2e','Scope 3','0,17001', '31_307_3020_4_1');";;
31_307_3020_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;km;kg CO2e of CO2 per unit;0,16834;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3020_4_3');";;
31_307_3020_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;km;kg CO2e of CH4 per unit;0,00000;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3020_4_4');";;
31_307_3020_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;km;kg CO2e of N2O per unit;0,00167;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3021_4_1');";;
31_307_3021_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;km;kgCO2e;0,20817;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','km','kgCO2e','Scope 3','0,20817', '31_307_3021_4_1');";;
31_307_3021_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;km;kg CO2e of CO2 per unit;0,20749;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3021_4_3');";;
31_307_3021_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;km;kg CO2e of CH4 per unit;0,00036;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3021_4_4');";;
31_307_3021_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;km;kg CO2e of N2O per unit;0,00032;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3256_4_1');";;
31_307_3256_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3256_4_2');";;
31_307_3256_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3256_4_3');";;
31_307_3256_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3256_4_4');";;
31_307_3256_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3257_4_1');";;
31_307_3257_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3257_4_2');";;
31_307_3257_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3257_4_3');";;
31_307_3257_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3257_4_4');";;
31_307_3257_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;CNG;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3258_4_1');";;
31_307_3258_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;km;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3258_4_2');";;
31_307_3258_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3258_4_3');";;
31_307_3258_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3258_4_4');";;
31_307_3258_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;LPG;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3022_4_1');";;
31_307_3022_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;km;kgCO2e;0,17929;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','km','kgCO2e','Scope 3','0,17929', '31_307_3022_4_1');";;
31_307_3022_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;km;kg CO2e of CO2 per unit;0,17785;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3022_4_3');";;
31_307_3022_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;km;kg CO2e of CH4 per unit;0,00009;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3022_4_4');";;
31_307_3022_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Unknown;km;kg CO2e of N2O per unit;0,00135;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3023_4_1');";;
31_307_3023_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,09616;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','km','kgCO2e','Scope 3','0,09616', '31_307_3023_4_1');";;
31_307_3023_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,09545;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3023_4_3');";;
31_307_3023_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00035;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3023_4_4');";;
31_307_3023_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00036;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3024_4_1');";;
31_307_3024_4_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;km;kgCO2e;0,04271;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','km','kgCO2e','Scope 3','0,04271', '31_307_3024_4_1');";;
31_307_3024_4_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,04221;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3024_4_3');";;
31_307_3024_4_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00021;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','km','31_307_3024_4_4');";;
31_307_3024_4_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00029;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3020_9_1');";;
31_307_3020_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;miles;kgCO2e;0,27362;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','miles','kgCO2e','Scope 3','0,27362', '31_307_3020_9_1');";;
31_307_3020_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;miles;kg CO2e of CO2 per unit;0,27092;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3020_9_3');";;
31_307_3020_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;miles;kg CO2e of CH4 per unit;0,00001;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3020_9_4');";;
31_307_3020_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Diesel;miles;kg CO2e of N2O per unit;0,00269;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3021_9_1');";;
31_307_3021_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;miles;kgCO2e;0,33501;"call _emissionsRefInsert('Managed assets- vehicles','Managed cars (by market segment)','Executive','miles','kgCO2e','Scope 3','0,33501', '31_307_3021_9_1');";;
31_307_3021_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;miles;kg CO2e of CO2 per unit;0,33392;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3021_9_3');";;
31_307_3021_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;miles;kg CO2e of CH4 per unit;0,00057;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3021_9_4');";;
31_307_3021_9_4;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Petrol;miles;kg CO2e of N2O per unit;0,00052;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3256_9_1');";;
31_307_3256_9_1;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;miles;kg CO2e;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3256_9_2');";;
31_307_3256_9_2;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3256_9_3');";;
31_307_3256_9_3;Scope 3;Managed assets- vehicles;Managed cars (by market segment);Executive;;Hybrid;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Managed cars (by market segment) Executive','Managed assets- vehicles','miles','31_307_3256_9_4');";;
